ID,Translation,English,Comments by Manuel,Comments,
report.adult.general.ca,#NAME?,#NAME?,,,
report.adult.general.gi,"¿Qué significa para ti ser desinteresado y ser generoso? ¿Te resulta difícil decir ""no"" cuando otros solicitan (o incluso insinúan) que quieren tu ayuda? ¿Estás dando tanto a los demás que no puedes satisfacer tus propias necesidades o pones en peligro tu seguridad futura? ¿A menudo te decepciona que las personas no sean responsables y esperan que los rescates? ¿Cómo te beneficias personalmente de dar a los demás y cuáles son los costos? ¿Cómo decides cuánto dar? ¿Cuánto te influyen las expectativas de tu religion o creencias, trabajo, amigos, familia u otros? ¿La cantidad que das cambia con tus circunstancias financieras? ¿Los demás saben cuánto das o lo haces de forma anónima? ¿Cómo distingues entre dar generosamente y mantener a otros?","- What does being selfless and being generous mean to you?
- Do you have a difficult time saying ""no"" when others request (or even hint) that they want your help?
- Are you giving so much to others that you cannot meet your own needs or are jeopardizing your future security?
- Are you often disappointed that people are not being more responsible and are expecting you to rescue them?
- How do you personally benefit from giving to others and what are the costs?
- How do you decide how much to give? How much are you influenced by expectations of your place of worship, work, friends, family or others? Does the amount you give change with your financial circumstances?
- Do others know how much you give or do you give anonymously?
- How do you differentiate between giving generously and enabling others?
",instead of place of worship / religion?,,
report.adult.general.pl,#NAME?,#NAME?,,,
report.adult.general.se,#NAME?,#NAME?,,,
report.adult.general.sp,"¿Qué significa para ti la Espontaneidad? ¿Qué personas, estados de ánimo o situaciones desencadenan gastos espontáneos en ti? ¿Cómo gastaste dinero este año que agregó valor a tu vida o te hizo sentir orgulloso? ¿Cómo usaste tu dinero que dio como resultado que te decepcionaras, arrepintieras o te sintieras culpable o avergonzado? ¿Qué compraste que nunca usaste? ¿Cuándo te resulta más difícil decir ""no""? ¿Cómo distingues entre conductas de riesgo y tomar un riesgo calculado? ¿Cómo distingues entre un comportamiento divertido, espontaneo y un comportamiento adictivo o fuera de control?","- What does being spontaneous mean to you?
- What people, moods or situations trigger spontaneous spending for you?
- How did you spend money this year that added value to your life or made you proud?
- How did you use your money that resulted in being disappointed, having regrets or feeling guilty or ashamed?
- What did you buy that you didn't ever use?
- When do you find it most difficult to say ""no""?
- How do you differentiate between risky behavior and taking a calculated risk?
- How do you differentiate between fun, spontaneous behavior and addictive or out of control behavior?
",,,
report.adult.general.st,"¿Qué significa para ti el Hábito de Estatus? ¿Con quién estás o cuál es la situación cuando quieres impresionar a otros? ¿Cómo gastas dinero para iniciar o mantener relaciones? Si tienes pareja o hijos, ¿qué haces para que se vean bien o tengan mejores oportunidades? ¿Qué personas, situaciones, días festivos o estados de ánimo desencadenan gastos relacionados con el estatus? ¿Cuándo te resulta difícil conformarte con otra cosa que no sea la mejor? Si estás comprando un regalo y encuentras una gran oferta, ¿necesitas comprar otra cosa para que la cantidad gastada sea la que habías planeado gastar? ¿Cómo distingues entre causar una buena impresión y tratar de impresionar a alguien?","- What does status mean to you?
- Who are you with or what is the situation when you want to impress others?
- How do you spend money to initiate or maintain relationships?
- If you have a partner or children, what do you do so they look good or have better opportunities?
- What people, situations, holidays or moods trigger status-related spending?
- When do you find it difficult to settle for anything but the best?
- If you're shopping for a gift and find a great deal, do you need to buy something else to bring the amount spent up to what you had planned to spend?
- How do you differentiate between making a good impression and trying to impress someone?
",,,
report.adult.hose.ca,"Es importante saber cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, tu hermana puede verte tranquilo(a). Ella aprecia que estés dispuesto(a) a aceptar planes de vacaciones que sean inconvenientes para ti pero favorezcan a tus hermanos. Sin embargo, tu pareja te ve como demasiado flexible. Puede parecer que no te importe que tu familia  tenga que pagar mucho por volar a algún lugar para acomodar a tus hermanos que nunca vuelan para visitarte. ¿Cuál de los siguientes crees que te describe mejor? &bull; **Tranquilo** &nbsp;&nbsp; &bull; **Flexible** &nbsp;&nbsp; &bull; **Inmaduro** &nbsp;&nbsp; &bull; **Irresponsable** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros?
- ¿Gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your sister may see you as easy-going. She appreciates that you're willing to go along with vacation plans that are inconvenient for you, but favored by your siblings. However, your spouse may see you as too flexible. It may seem that you don't care that your family will have to pay a lot to fly somewhere to accommodate your siblings who never fly to visit you.

Which of the following do you think best describes you?  
&bull; **Easygoing** &nbsp;&nbsp; &bull; **Flexible** &nbsp;&nbsp; &bull; **Immature** &nbsp;&nbsp; &bull; **Irresponsible**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",Use of &bull etc correct?,,
report.adult.hose.gi,"Es importante saber cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, tus hijos pueden apreciar que siempre estás listo para ayudarlos. Sin embargo, tu pareja puede pensar que estás sacrificando tu propio futuro financiero porque das y no ahorras. También puede parecer que estás enseñando a tus hijos a ser dependientes. Cuando das, algunas personas pueden ser agradecidas; otras pueden creer que desapruebas sus elecciones y quieres que cambien. ¿Cuál de los siguientes crees que te describe mejor? &bull; **Pensativo** &nbsp;&nbsp; &bull; **Caritativo** &nbsp;&nbsp; &bull; **Habilitador** &nbsp;&nbsp; &bull; **Mártir** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros? - ¿Gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your children may appreciate that you're always ready to help them. However, a spouse may think you're sacrificing your own financial future by giving and not saving. It may also seem that you're teaching your children to be dependent. When giving, some recipients may be grateful; others may believe you disapprove of their choices and want them to change.

Which of the following do you think best describes you?  
&bull; **Thoughtful** &nbsp;&nbsp; &bull; **Charitable** &nbsp;&nbsp; &bull; **Enabling** &nbsp;&nbsp; &bull; **Martyr**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.pl,"Es importante reconocer cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, un amigo te puede buscar siempre por consejos financieros porque planeas con anticipación. Sin embargo, otro amigo puede pensar que estás tan decidido a mantener tu plan que eres inflexible. ¿Cuál de los siguientes adjetivos crees que te describe mejor? &bull; **Responsable** &nbsp;&nbsp; &bull; **Realizado** &nbsp;&nbsp; &bull; **Enfocado** &nbsp;&nbsp; &bull; **Conservador** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros? - ¿Crees que gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, one friend may always seek you out for financial advice because you plan ahead. However, another friend may think that you're so determined to stick to your plan that you are inflexible.

Which of the following do you think best describes you?  
&bull; **Responsible** &nbsp;&nbsp; &bull; **Accomplished** &nbsp;&nbsp; &bull; **Driven** &nbsp;&nbsp; &bull; **Conservative**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.se,"Es importante saber cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, tu pareja puede verte como ahorrador y apreciar lo cauteloso que eres con el dinero. Sin embargo, tus hijos pueden verte como tacaño. ¿Cuál de los siguientes crees que te describe mejor? &bull; **Ahorrador** &nbsp;&nbsp; &bull; **Preparado** &nbsp;&nbsp; &bull; **Inflexible** &nbsp;&nbsp; &bull; **Tacaño** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros? - ¿Gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your spouse may see you as thrifty and appreciate how cautious you are with money. However, your children may see you as miserly.

Which of the following do you think best describes you?  
&bull; **Thrifty** &nbsp;&nbsp; &bull; **Prepared** &nbsp;&nbsp; &bull; **Suspicious** &nbsp;&nbsp; &bull; **Cheap**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",&nbsp,&nbsp, &bull
report.adult.hose.sp,"Es importante saber cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, un amigo puede verte muy divertido y que te gustan las sorpresas. Sin embargo, tu jefe puede verte tomando demasiados riesgos con el dinero y pensar que eres irresponsable. ¿Cuál de los siguientes crees que te describe mejor? &bull; **Atrevido** &nbsp;&nbsp; &bull; **Amante de la diversión** &nbsp;&nbsp; &bull; **De mente abierta** &nbsp;&nbsp; &bull; **Impulsivo**&nbsp;&nbsp; &bull;&nbsp; **Sin preocuparte por las consecuencias** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros? - ¿Gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, your friend may see you as a lot of fun and love the surprises. However, your boss may see you as taking too many risks with money and think you are irresponsible.

Which of the following do you think best describes you?  
&bull; **Daring** &nbsp;&nbsp; &bull; **Fun-loving** &nbsp;&nbsp; &bull; **Open-minded** &nbsp;&nbsp; &bull; **Impulsive** &nbsp;&nbsp;  
&bull;&nbsp;**Unconcerned with consequences**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.hose.st,"Es importante saber cómo te ven los demás. Puede afectar tu interacción con amigos, familiares o compañeros de trabajo. Puede afectar tus oportunidades y desafíos. Diferentes personas pueden percibirte de manera diferente. Por ejemplo, cuando invitas a la familia de tu hermana a una cena costosa, tu pareja puede pensar que es un gesto generoso. Sin embargo, tu hermana puede sentir que estás tratando de competir y decirle que eres más exitoso que ella. ¿Cuál de los siguientes crees que te describe mejor? &bull; **Generoso** &nbsp;&nbsp; &bull; **Impresionante** &nbsp;&nbsp; &bull; **Superficial** &nbsp;&nbsp; &bull; **Insensible** - ¿Cuáles de esos términos crees que describen mejor cómo te ven otros? - ¿Gente diferente te ve de forma diferente? ¿Por qué?
","It's important to be aware of how others see you. It can affect your interactions with friends, family or coworkers. It may affect your opportunities and challenges.

Different people may perceive you differently. For example, when you treat your sister's family to an expensive meal, your partner may think it is a generous gesture. However, your sister may feel you are trying to let her know you are more successful than she is.

Which of the following do you think best describes you?  
&bull; **Generous** &nbsp;&nbsp; &bull; **Impressive** &nbsp;&nbsp; &bull; **Superficial** &nbsp;&nbsp; &bull; **Insensitive**

- Which of those terms do you think best describe how others see you?
- Do different people see you differently? Why?
",,,
report.adult.meaning.ca.low,"A veces puedes dejar pasar las cosas y ser flexible. - Puedes diferenciar claramente entre lo que es importante y ser responsable, pero no prestar mucha atención a cosas que no son importantes para ti. -Puedes tomar algunas decisiones ""solo porque si"" sin preocuparte por el dinero involucrado. -Puedes postergar o no prestar atención a las responsabilidades y los detalles  al tomar decisiones financieras.","You can let things go and be flexible at times.

- You may clearly differentiate between what is important and be responsible, but not give much attention to things that are unimportant to you.
- You may make some decisions ""just because"" without having any concern about the money involved.
- You may procrastinate or not pay enough attention to details and necessary responsibilities when making financial choices.
",,,
,, ,,,
report.adult.meaning.ca.medium,"Cuando tienes dinero, generalmente no piensas mucho en  lo que haces con el. Puedes dejar que otra persona tome decisiones de dinero o simplemente gastarlo como se van presentando los gastos.  Eso puede significar: - Tomar una actitud de esperar y ver  - Esperar sin saber qué hacer. - Evitar, negar o ignorar los problemas que deben abordarse o las acciones que deben tomarse.","Typically, when you have money, you don't really think about what you would do with it. You may let someone else make the decision or just let it slide. That may mean:

- Taking a wait-and-see attitude until more information is available.
- Waiting until you think the timing is better.
- Avoiding, denying or ignoring issues that need to be addressed or actions that should be taken.
",,,
report.adult.meaning.ca.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta en Espiritu Libre en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional debido a una situación que has experimentado. No tener ninguna de estas cartas también puede ser involuntario. Sin pensarlo, puedes estar tan atrapado en un plan o tan serio acerca de lo que es importante para ti, que eres muy exigente contigo mismo. Quizá no puedas relajarte y a veces ir con la corriente. Quizá no estés abierto a probar nuevas formas o permitir que otros te ayuden o te brinden apoyo. La pregunta es: ¿Te beneficiarías si usaras más el Hábito Espiritu Libre? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito.","When you sorted your cards, you didn't put any Carefree cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional because of a situation you've experienced.

Not having any of these cards may also be unintentional. Without thinking about it, you may be so stuck on a plan or so serious about what is important to you that you're very demanding on yourself. Maybe you aren't able to relax and go with the flow. Maybe you're not open to trying new ways or allowing others to help you or give you support.

The question is: Would you benefit from using the Carefree Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.",,,
report.adult.meaning.gi.low,"Te gusta dar a los demás y tomar decisiones dependiendo de la situación. - Es posible que te guste dar y tener un plan y un sistema para dar donativos, según corresponda. - Es posible que te guste ser más generoso y tengas cuidado de lograr un equilibrio con tus necesidades.- Puede que realmente no te importe tanto dar, pero lo haces según sea necesario o requerido.","You like to give to others and make choices depending on the situation.

- You may like to give and have a plan and a system to give gifts as appropriate.
- You may want to be more generous and are being careful to strike a balance with your needs.
- You may not really care that much about giving but do it as necessary or required.
",,,
report.adult.meaning.gi.medium,"Por lo general, cuando tienes dinero, tu primer pensamiento es cómo usarlo para ayudar a la familia u otros. Puede significar cualquier cosa, desde dar dinero a un mendigo, pagar algo de tu  hijo(a) adulto o donar dinero a una beneficencia. Podría ser dar para satisfacer las necesidades básicas de alguien (como comida o un lugar para dormir) o dar cosas no esenciales (como comprar otro juguete para un niño que tiene muchos juguetes). Esta tendencia de dar podría ser: - informal, como responder en el momento a la necesidad de una persona. - formales, como dar el diezmo o escribir cheques anuales a organizaciones específicas.","Typically, when you have money, your first thought is about how that money could be used to help others.

It could mean anything from giving a handout to a homeless person, paying your adult child's bills or donating money to a charity. It could be giving to meet someone's basic needs (like food or shelter) or giving non-essentials (like buying another toy for a child who has lots of toys).

This giving tendency could be:

- informal, like responding in the moment to a person's need.
- formal, like tithing or writing annual checks to specific organizations.
",The most common way in which Hispanics relate to giving will be in relation to family or extended family,,
report.adult.meaning.gi.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta de Generosidad en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional. Puedes estar en una situación en la que tus recursos están enfocados en cumplir tus propias necesidades. O puede ser que no creas en dar a los demás. No tener ninguna de estas cartas también puede ser involuntario. Sin pensarlo, has dado prioridad a otras cosas. La pregunta es: ¿Te beneficiarías si usaras más El Hábito Generosidad? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito  "".","When you sorted your cards, you didn't put any Giving cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional. You may be in a situation where your resources are focused on meeting your own needs. Or, philosophically, you may not believe in giving to others.

Not having any of these cards may also be unintentional. Without thinking about it, you have given more priority to other things.

The question is would it be beneficial for you to use the Giving Habitude more? Look at the ""Advantages"" section to see the benefits of this Habitude.",,,
report.adult.meaning.pl.low,"Tienes un plan o algunas ideas de lo que es importante para ti. Puede ser que vayas por buen camino, por lo que la planificación no es un enfoque importante para ti. - Puedes tener planes, pero no es en lo primero que piensas cuando tienes dinero para gastar. - Puedes descubrir que no le das a tus planes la prioridad suficiente para que sucedan. - Otras demandas de tiempo y dinero parecen causar siempre retrasos y obstáculos.","You have a plan or some ideas of what is important to you.

- You may be well on your way so Planning is not a strong focus for you.
- You may have plans but don't necessarily think of them first when you have money to spend.
- You may find you don't give your plans enough priority to make them happen.
- Other demands on your time and money always seem to cause delays and obstacles.",,,
report.adult.meaning.pl.medium,"Por lo general, cuando tienes dinero, tu primer pensamiento es cómo usarlo para alcanzar tus metas o lograr algo que has planeado. Puede significar: Destinarlo para ahorrar para una casa, automóvil o un evento futuro. - Pagar una cuenta. - Dárselo a una persona u organización que planeas ayudar. - Invertir en ti mismo. - Hacer una inversión financiera. Independientemente de lo que elijas hacer con el dinero, se ajusta a un plan. - Puede ser formal como un plan financiero, un presupuesto o metas escritas. - También puede ser informal y algo en lo que has pensado pero que no has escrito. Ten en cuenta que ""tener un plan"" para tu dinero no significa que sea necesariamente ""un plan efectivo para el éxito financiero a largo plazo"".","Typically, when you have money, your first thought is about how it could be used to reach your goals or accomplish something you've been planning. That may mean:

- Putting it toward saving for a house, car, or future event.
- Paying a bill.
- Giving it to a person or organization you plan to help.
- Investing in yourself.
- Making a financial investment.

Whatever you choose to do with money, it fits into a plan.

- It may be formal like a financial plan, a budget, or written goals.
- It may also be informal and something you've thought about but haven't written down.
Note that *having a plan* for your money doesn't mean that it is necessarily *an effective plan for long-term financial success*.",,,
report.adult.meaning.pl.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta Planificación en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional porque ya tienes un plan y está funcionando. No tener ninguna de estas cartas también puede ser involuntario. Sin pensarlo, has dado mayor prioridad a otras cosas. La pregunta es: ¿Te beneficiarías si usaras más El Hábito Planificación? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito.","When you sorted your cards, you didn't put any Planning cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional because you already have a plan and it's working.

Not having any of these cards may also be unintentional. Without thinking about it, you have given more priority to other things.

The question is: Would you benefit from using the Planning Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.",,,
report.adult.meaning.se.low,"Te importa planificar para el futuro y cuidar tu dinero. - Es posible que tengas deducciones automáticas de tu chequera para tu jubilación. O bien, es posible que tengas automatizado el pago de facturas para que sientas que tienes todo en orden en todo momento. - Puedes pensar seriamente en proteger  el dinero en un área de tu vida, pero puedes ser muy flexible en otras áreas.
- Puedes ser inconsistente cuando se trata de ahorrar para el futuro o estar preparado para lo inesperado.","You care about planning for the future and taking care of your money.

- You may be automatically having deductions for retirement taken from your paycheck. Or, you may have bills automatically paid so you feel you have everything in order at this point.
- You may have strong feelings about conserving money in one area of your life but can be very flexible in other areas.
- You may be inconsistent about saving for the future or being prepared for the unexpected.
",,,
report.adult.meaning.se.medium,"Por lo general, cuando tienes dinero, tu primer pensamiento es cómo protegerlo. Tendrás la intención de ahorrar dinero porque es tu prioridad ya sea para proteger el dinero, ahorrar para el futuro o acumular tanto como sea posible. Puedes tener tu propia forma de ahorrar. Puede ser una cuenta de ahorros, una cuenta de inversión o invertir en algo que crees que retendrá valor y que no te lo puedes gastar, como una propiedad. O podría ser un sistema único para ahorrar dinero y mantenerlo a salvo, o esconderlo en un lugar o cuenta secreta. Podría significar determinar automáticamente cuánto se destinará a los ahorros y luego ajustar al gasto al dinero que queda independientemente de las necesidades que se sacrifiquen o de quién se vea afectado. O tu defines lo que es necesario y todo lo demás se ahorra.","Typically, when you have money, your first thought is how you can protect it. You will be intentional about saving money because it is your priority ‰ÛÒ whether it is to protect the money, save for the future or amass as much as possible.

You may have your own way to save. It may be a savings account, an investment account or investing in something you feel will retain value and cannot be taken away, like land. Or it might be a unique system of putting money aside to keep it safe or hiding it in a secret place or account.

It could mean automatically determining how much will go into savings and then making do on whatever money is left ‰ÛÒ regardless of what needs are being sacrificed or who is being affected. Or you determine what is needed and everything else is put into safekeeping.",,,
report.adult.meaning.se.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta Seguridad en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional. Es posible que te hayas preparado bien para el futuro y ahora puedes relajarte y ser menos cauteloso y controlador con tu dinero.
No tener ninguna de estas tarjetas también puede ser involuntario. Quizás nunca consideraste lo que se necesitaría para ahorrar para el futuro o tener una situación financiera más estable.
La pregunta es: ¿te beneficiarías más de usar el Hábito de Seguridad? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito.","When you sorted your cards, you didn't put any Security cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional. You may have prepared well for the future and you can now relax and be less cautious and controlling with your money.

Not having any of these cards may also be unintentional. Perhaps you never considered what it would take to save for the future or have a more stable financial situation.

The question is: Would you benefit from using the Security Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.
",,,
report.adult.meaning.sp.low,"Puedes reconocer rápidamente una buena oferta por algo que tienes planeado obtener. - En algunas situaciones reaccionas sin pensar en las consecuencias a largo plazo. - Puedes apresurarte y tomar riesgos calculados. Pero, en otras situaciones te apresuras sin evaluar el riesgo o las consecuencias.","You can quickly take advantage of a good deal for something you've been planning to get.

- In some situations you react without thinking of the long -term consequences.
- You may jump in and take calculated risks. But, in other situations you jump in without assessing the risk or consequences.
",,,
report.adult.meaning.sp.medium,"Por lo general, cuando tienes dinero, tu primer pensamiento es qué puedes hacer con ese dinero ahora mismo. Si recibes un regalo, un bono, una devolución de impuestos o una herencia es posible que lo veas como dinero ""extra"" y lo uses  para necesidades o gustos más inmediatos en lugar de dirigirlo hacia una meta de largo plazo. Ser espontaneo con el dinero y en la vida es maravilloso. Puedes disfrutar el momento. Puedes tomar ventaja de las oportunidades y tomar riesgos. Tu espontaneidad traerá entusiasmo y energía a una situación. Pero, actuar rápido puede significar también precipitarte al actuar. Puedes descubrir que has hecho compromisos sin hacer suficiente investigación. Quizá no consideras cómo pueden afectar a otros tus decisiones de dinero o qué puede pasar a largo plazo. Puedes sacrificar tus metas por usar tu dinero en objetivos menos valiosos.  ","Typically, when you have money, your first thought is what could you do with that money right now. You'll likely see a gift, bonus, tax return or inheritance as ""extra"" money and use it for more immediate needs or wants instead of putting it toward a long-term goal.

Being spontaneous with money and in life is wonderful. You can enjoy the moment. You can take advantage of opportunities and take risks. Your spontaneity will bring enthusiasm and energy to a situation. But, acting quickly can also mean jumping into things too quickly. You may find you've made commitments without doing enough research. You may not consider how your money choices will affect others or what will happen long-term. You may sacrifice reaching your goals for a fleeting, less valued use of your money.",,,
report.adult.meaning.sp.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta Espontaneidad en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional porque eres muy cauteloso sobre cómo vas a gastar tu dinero. No tener ninguna de estas cartas también puede ser involuntario. Sin pensarlo, puedes planear tanto o eres tan cuidadoso que no te permites hacer nada espontáneamente. La pregunta es: ¿Te beneficiarías si usaras más el Hábito Espontaneidad? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito.","When you sorted your cards, you didn't put any Spontaneous cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional because you are very cautious about how you spend your money.

Not having any of these cards may also be unintentional. Without thinking about it, you may plan so much or are so careful that you don't allow yourself to do anything spontaneously.

The question is would it be beneficial for you to use the Spontaneous Habitude more? Look at the ""Advantages"" section to see the benefits of using this Habitude more.",,,
report.adult.meaning.st.low,"Te importa lo que la gente piense de ti, pero no sientes la necesidad de gastar para impresionar a otros. Normalmente estás atento a cuál es un comportamiento apropiado para una situación. Esto puede ser comprar un regalo o cómo te vistes. Has elegido estar con gente que tiene las mismas prioridades que tu, o estás a gusto escogiendo ser diferente.","You care about what people think but don't feel you need to go out of your way to impress others.

- You are usually aware of what is appropriate behavior for a situation. This could be buying a gift or how you dress.
- You either have chosen to be with people that have the same priorities as you, or you are comfortable choosing to be different.
",,,
report.adult.meaning.st.medium,"Por lo general, cuando decides sobre dinero, primero piensas cómo puedes usarlo para lograr una impresión positiva en otros. Eso puede significar gastar tu dinero para hacer algo que te ayudará a encajar o destacar de manera que sea importante para ti. Para algunos, puede significar usar dinero para dar una imagen de éxito. Para otros, puede ser crear una imagen que disminuya cuánto tienes realmente. También puede significar presentar una imagen que es diferente a tu realidad, pero que te ayuda a encajar en una situación particular. Cuidar  lo que otros piensan de ti es importante para que te sientas apropiadamente.","Typically, when you have money choices, you first think about how you can use money to make a positive impression on others. That may mean spending your money to do something that will help you fit in or stand out in way that is important to you.

For some, it can mean using money to live up to an image of being successful. For others, it could be creating an image that minimizes how much you actually have. It may also mean presenting an image that is different than your reality, but helps you fit into a particular situation. Caring about what others think is important so you can be appropriate.",,,
report.adult.meaning.st.missing,"Cuando clasificaste tus cartas, no pusiste ninguna carta Estatus en tu mazo ""Ese soy yo"". Si no hay ninguna carta en esta categoría puede ser intencional. Puede ser que no estés preocupado particularmente con la impresión que des a otros. O puede ser que estés a gusto con la gente en tu vida y no sientes que necesitas impresionarlos. No tener ninguna de estas cartas también puede ser involuntario. No consideras que sea importante lo que otros piensen de ti. Por lo tanto, no pones atención a lo que es importante para ellos ni haces un esfuerzo de encajar tratando de cumplir sus expectativas. La pregunta es: ¿Te beneficiarías si usaras más el Hábito Estatus? Mira la sección ""Ventajas"" para ver los beneficios de usar más este Hábito.","When you sorted your cards, you didn't put any Status cards in your ""That's Me"" pile.

Not having any cards in this category may be intentional. You may not be particularly concerned with the impression you make on others. Or, you may be comfortable with the people in your life and don't feel you need to impress them.

Not having any of these cards may also be unintentional. You don't consider what others think of you as important. Therefore, you don't pay attention to what is important to them or make an effort to fit in by trying to meet their expectations.

The question is would it be beneficial for you to use the Status Habitude more? Look at the ""Advantages"" section to see benefits of using this Habitude more.",,,
report.adult.missing.ca,"No pusiste ninguna carta de Espiritu Libre en el mazo de ""Ese soy yo"". Entonces, ¿dónde las pusiste? Si la mayoría de las cartas están en el mazo ""No soy yo"", pregúntate: - ¿Hay alguna razón para que no uses este Hábito? - ¿Hay razones por las que este no sea un enfoque para mi? Cuando algunas cartas están en el mazo de ""Algunas veces soy yo"", pregúntate: ¿Con quién estoy?, ¿dónde estoy?, ¿qué estoy haciendo cuando uso o evito este hábito? - ¿Cómo me siento cuando uso o evito este Hábito? ¿Esto funciona para mi?","You didn't put any Carefree cards in the ""That's Me"" pile. So, where did you put them?

If most of the cards are in the ""Not Me"" pile, ask yourself:

- Is there a reason not to use this Habitude at all?
- Are there reasons that this is not a focus for me now?

When some cards are in the ""Sometimes Me"" pile, ask yourself:

- Who am I with, where am I, what am I doing when I use or avoid this Habitude?
- How am I feeling when I use or avoid this Habitude?
- Is that working for you?",,,
report.adult.missing.gi,"No pusiste ninguna carta de Generosidad en el mazo de ""Ese soy yo"". Entonces, ¿dónde las pusiste? Si la mayoría de las cartas están en el mazo ""No soy yo"", pregúntate: - ¿Hay alguna razón para que no uses este Hábito? - ¿Hay razones por las que este Hábito no es un enfoque para mi? Cuando algunas cartas están en el mazo de ""Algunas veces soy yo"", pregúntate: ¿Con quién estoy?, ¿dónde estoy?, ¿qué estoy haciendo cuando uso o evito este hábito? - ¿Cómo me siento cuando uso o evito este Hábito? ¿Esto funciona para ti?","You didn't put any Giving cards in the ""That's Me"" pile. So, where did you put them?

If most of the cards are in the ""Not Me"" pile, ask yourself:

- Is there a reason not to use this Habitude at all?
- Are there reasons that this is not a focus for me now?

If some cards are in the ""Sometimes Me"" pile, ask yourself:

- Who am I with, where am I, what am I doing when I use or avoid that Habitude?
- How am I feeling when I use or avoid that Habitude?
- Is that working for you?",,,
